name,owner,stargazers,pullRequests,allIssues,closedIssues,primaryLanguage,createdAt
cpython,{'login': 'python'},{'totalCount': 65421},{'totalCount': 48439},{'totalCount': 71146},{'totalCount': 63927},{'name': 'Python'},2017-02-10T19:23:51Z
Chart.js,{'login': 'chartjs'},{'totalCount': 65372},{'totalCount': 2983},{'totalCount': 7230},{'totalCount': 6788},{'name': 'JavaScript'},2013-03-17T23:56:36Z
strapi,{'login': 'strapi'},{'totalCount': 65163},{'totalCount': 8749},{'totalCount': 10485},{'totalCount': 9593},{'name': 'TypeScript'},2015-09-30T15:34:48Z
webpack,{'login': 'webpack'},{'totalCount': 65050},{'totalCount': 4843},{'totalCount': 10002},{'totalCount': 9878},{'name': 'JavaScript'},2012-03-10T10:08:14Z
Ventoy,{'login': 'ventoy'},{'totalCount': 65010},{'totalCount': 280},{'totalCount': 2378},{'totalCount': 1575},{'name': 'C'},2020-03-10T15:19:19Z
uptime-kuma,{'login': 'louislam'},{'totalCount': 64827},{'totalCount': 1218},{'totalCount': 3890},{'totalCount': 3177},{'name': 'JavaScript'},2021-07-03T01:02:42Z
tesseract,{'login': 'tesseract-ocr'},{'totalCount': 64771},{'totalCount': 1402},{'totalCount': 2681},{'totalCount': 2273},{'name': 'C++'},2014-08-12T18:04:59Z
33-js-concepts,{'login': 'leonardomso'},{'totalCount': 64689},{'totalCount': 250},{'totalCount': 102},{'totalCount': 81},{'name': 'JavaScript'},2018-09-04T13:27:04Z
superset,{'login': 'apache'},{'totalCount': 64601},{'totalCount': 13884},{'totalCount': 11104},{'totalCount': 10343},{'name': 'TypeScript'},2015-07-21T18:55:34Z
ansible,{'login': 'ansible'},{'totalCount': 64113},{'totalCount': 38718},{'totalCount': 32728},{'totalCount': 32187},{'name': 'Python'},2012-03-06T14:58:02Z
interviews,{'login': 'kdn251'},{'totalCount': 63943},{'totalCount': 42},{'totalCount': 53},{'totalCount': 23},{'name': 'Java'},2017-02-14T18:19:25Z
gpt4free,{'login': 'xtekky'},{'totalCount': 63639},{'totalCount': 727},{'totalCount': 1603},{'totalCount': 1547},{'name': 'Python'},2023-03-29T17:00:43Z
javascript-questions,{'login': 'lydiahallie'},{'totalCount': 63439},{'totalCount': 328},{'totalCount': 245},{'totalCount': 233},,2019-06-12T08:26:27Z
PayloadsAllTheThings,{'login': 'swisskyrepo'},{'totalCount': 63344},{'totalCount': 539},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2016-10-18T07:29:07Z
imgui,{'login': 'ocornut'},{'totalCount': 63339},{'totalCount': 382},{'totalCount': 6214},{'totalCount': 5266},{'name': 'C++'},2014-07-21T14:29:47Z
the-algorithm,{'login': 'twitter'},{'totalCount': 62938},{'totalCount': 2},{'totalCount': 988},{'totalCount': 723},{'name': 'Scala'},2023-03-27T14:57:57Z
keras,{'login': 'keras-team'},{'totalCount': 62596},{'totalCount': 3928},{'totalCount': 12353},{'totalCount': 12134},{'name': 'Python'},2015-03-28T00:35:42Z
sherlock,{'login': 'sherlock-project'},{'totalCount': 62586},{'totalCount': 639},{'totalCount': 1018},{'totalCount': 945},{'name': 'Python'},2018-12-24T14:30:48Z
sway,{'login': 'FuelLabs'},{'totalCount': 62453},{'totalCount': 3281},{'totalCount': 3185},{'totalCount': 2352},{'name': 'Rust'},2021-01-19T20:54:33Z
obs-studio,{'login': 'obsproject'},{'totalCount': 62391},{'totalCount': 4991},{'totalCount': 4322},{'totalCount': 3748},{'name': 'C'},2013-10-01T02:40:31Z
resume.github.com,{'login': 'resume'},{'totalCount': 62256},{'totalCount': 84},{'totalCount': 119},{'totalCount': 64},{'name': 'JavaScript'},2011-02-06T13:39:55Z
n8n,{'login': 'n8n-io'},{'totalCount': 62252},{'totalCount': 8711},{'totalCount': 2588},{'totalCount': 2162},{'name': 'TypeScript'},2019-06-22T09:24:21Z
awesome-public-datasets,{'login': 'awesomedata'},{'totalCount': 62095},{'totalCount': 188},{'totalCount': 118},{'totalCount': 48},,2014-11-20T06:20:50Z
tabby,{'login': 'Eugeny'},{'totalCount': 62026},{'totalCount': 1474},{'totalCount': 5416},{'totalCount': 3298},{'name': 'TypeScript'},2016-12-23T09:06:10Z
awesome-cpp,{'login': 'fffaraz'},{'totalCount': 61968},{'totalCount': 772},{'totalCount': 576},{'totalCount': 232},,2014-07-17T08:51:11Z
openai-cookbook,{'login': 'openai'},{'totalCount': 61962},{'totalCount': 673},{'totalCount': 515},{'totalCount': 482},{'name': 'MDX'},2022-03-11T02:08:53Z
echarts,{'login': 'apache'},{'totalCount': 61949},{'totalCount': 1353},{'totalCount': 18762},{'totalCount': 16729},{'name': 'TypeScript'},2013-04-03T03:18:59Z
caddy,{'login': 'caddyserver'},{'totalCount': 61817},{'totalCount': 2041},{'totalCount': 4140},{'totalCount': 4006},{'name': 'Go'},2015-01-13T19:45:03Z
socket.io,{'login': 'socketio'},{'totalCount': 61651},{'totalCount': 435},{'totalCount': 3585},{'totalCount': 3416},{'name': 'TypeScript'},2010-03-11T18:24:48Z
nocode,{'login': 'kelseyhightower'},{'totalCount': 61584},{'totalCount': 1},{'totalCount': 4738},{'totalCount': 693},{'name': 'Dockerfile'},2018-02-06T23:54:00Z
scikit-learn,{'login': 'scikit-learn'},{'totalCount': 61203},{'totalCount': 12900},{'totalCount': 11390},{'totalCount': 9826},{'name': 'Python'},2010-08-17T09:43:38Z
redux,{'login': 'reduxjs'},{'totalCount': 61069},{'totalCount': 1708},{'totalCount': 2052},{'totalCount': 2016},{'name': 'TypeScript'},2015-05-29T23:53:15Z
SecLists,{'login': 'danielmiessler'},{'totalCount': 60919},{'totalCount': 657},{'totalCount': 276},{'totalCount': 274},{'name': 'PHP'},2012-02-19T01:30:18Z
Java,{'login': 'TheAlgorithms'},{'totalCount': 60906},{'totalCount': 1846},{'totalCount': 1073},{'totalCount': 1070},{'name': 'Java'},2016-07-16T10:21:02Z
AppFlowy,{'login': 'AppFlowy-IO'},{'totalCount': 60836},{'totalCount': 3495},{'totalCount': 3303},{'totalCount': 2408},{'name': 'Dart'},2021-06-16T12:56:48Z
Apollo-11,{'login': 'chrislgarry'},{'totalCount': 60617},{'totalCount': 341},{'totalCount': 381},{'totalCount': 324},{'name': 'Assembly'},2014-04-03T15:45:02Z
awesome-scalability,{'login': 'binhnguyennus'},{'totalCount': 60565},{'totalCount': 36},{'totalCount': 0},{'totalCount': 0},,2017-12-27T03:46:40Z
cs-self-learning,{'login': 'PKUFlyingPig'},{'totalCount': 60516},{'totalCount': 269},{'totalCount': 190},{'totalCount': 98},{'name': 'HTML'},2021-10-20T13:43:42Z
atom,{'login': 'atom'},{'totalCount': 60337},{'totalCount': 3937},{'totalCount': 17112},{'totalCount': 16149},{'name': 'JavaScript'},2012-01-20T18:18:21Z
lodash,{'login': 'lodash'},{'totalCount': 60171},{'totalCount': 581},{'totalCount': 4292},{'totalCount': 4224},{'name': 'JavaScript'},2012-04-07T04:11:46Z
architect-awesome,{'login': 'xingshaocheng'},{'totalCount': 60020},{'totalCount': 49},{'totalCount': 71},{'totalCount': 22},,2018-04-06T13:30:58Z
Front-end-Developer-Interview-Questions,{'login': 'h5bp'},{'totalCount': 59991},{'totalCount': 484},{'totalCount': 176},{'totalCount': 142},{'name': 'Nunjucks'},2012-02-09T23:34:10Z
design-resources-for-developers,{'login': 'bradtraversy'},{'totalCount': 59964},{'totalCount': 939},{'totalCount': 100},{'totalCount': 100},,2020-05-06T14:40:35Z
markdown-here,{'login': 'adam-p'},{'totalCount': 59806},{'totalCount': 25},{'totalCount': 624},{'totalCount': 319},{'name': 'JavaScript'},2012-05-13T03:27:22Z
awesome-nodejs,{'login': 'sindresorhus'},{'totalCount': 59678},{'totalCount': 414},{'totalCount': 102},{'totalCount': 100},,2014-07-11T13:35:34Z
jquery,{'login': 'jquery'},{'totalCount': 59406},{'totalCount': 784},{'totalCount': 2346},{'totalCount': 2267},{'name': 'JavaScript'},2009-04-03T15:20:14Z
awesome-courses,{'login': 'prakhar1989'},{'totalCount': 59091},{'totalCount': 194},{'totalCount': 80},{'totalCount': 39},,2014-11-15T18:36:49Z
new-pac,{'login': 'Alvin9999'},{'totalCount': 58790},{'totalCount': 0},{'totalCount': 1704},{'totalCount': 1284},{'name': 'Python'},2016-03-23T08:43:36Z
angular.js,{'login': 'angular'},{'totalCount': 58762},{'totalCount': 789},{'totalCount': 9038},{'totalCount': 8647},{'name': 'JavaScript'},2010-01-06T00:34:37Z
annotated_deep_learning_paper_implementations,{'login': 'labmlai'},{'totalCount': 58712},{'totalCount': 102},{'totalCount': 135},{'totalCount': 105},{'name': 'Python'},2020-08-25T02:29:34Z
immich,{'login': 'immich-app'},{'totalCount': 58662},{'totalCount': 5528},{'totalCount': 4810},{'totalCount': 4370},{'name': 'TypeScript'},2022-02-03T15:56:27Z
shadowsocks-windows,{'login': 'shadowsocks'},{'totalCount': 58617},{'totalCount': 290},{'totalCount': 2922},{'totalCount': 2743},{'name': 'C#'},2013-01-14T07:54:16Z
docusaurus,{'login': 'facebook'},{'totalCount': 58444},{'totalCount': 5342},{'totalCount': 3202},{'totalCount': 2917},{'name': 'TypeScript'},2017-06-20T16:13:53Z
open-interpreter,{'login': 'OpenInterpreter'},{'totalCount': 58422},{'totalCount': 367},{'totalCount': 1001},{'totalCount': 792},{'name': 'Python'},2023-07-14T07:10:44Z
act,{'login': 'nektos'},{'totalCount': 57927},{'totalCount': 1004},{'totalCount': 1210},{'totalCount': 1015},{'name': 'Go'},2019-01-02T19:53:43Z
localsend,{'login': 'localsend'},{'totalCount': 57913},{'totalCount': 650},{'totalCount': 1190},{'totalCount': 598},{'name': 'Dart'},2022-12-16T00:46:07Z
fuel-core,{'login': 'FuelLabs'},{'totalCount': 57793},{'totalCount': 1374},{'totalCount': 1011},{'totalCount': 866},{'name': 'Rust'},2020-08-27T21:12:14Z
localstack,{'login': 'localstack'},{'totalCount': 57793},{'totalCount': 5722},{'totalCount': 5828},{'totalCount': 5561},{'name': 'Python'},2016-10-25T23:48:03Z
alacritty,{'login': 'alacritty'},{'totalCount': 57738},{'totalCount': 1860},{'totalCount': 5999},{'totalCount': 5682},{'name': 'Rust'},2016-02-18T05:02:30Z
llama,{'login': 'meta-llama'},{'totalCount': 57688},{'totalCount': 54},{'totalCount': 1068},{'totalCount': 647},{'name': 'Python'},2023-02-14T09:29:12Z
spring-framework,{'login': 'spring-projects'},{'totalCount': 57376},{'totalCount': 851},{'totalCount': 26456},{'totalCount': 26195},{'name': 'Java'},2010-12-08T04:04:45Z
prometheus,{'login': 'prometheus'},{'totalCount': 57355},{'totalCount': 7128},{'totalCount': 5922},{'totalCount': 5394},{'name': 'Go'},2012-11-24T11:14:12Z
lazygit,{'login': 'jesseduffield'},{'totalCount': 56866},{'totalCount': 1491},{'totalCount': 2105},{'totalCount': 1367},{'name': 'Go'},2018-05-19T00:53:06Z
html5-boilerplate,{'login': 'h5bp'},{'totalCount': 56790},{'totalCount': 773},{'totalCount': 1349},{'totalCount': 1343},{'name': 'JavaScript'},2010-01-24T18:03:24Z
rustlings,{'login': 'rust-lang'},{'totalCount': 56508},{'totalCount': 904},{'totalCount': 701},{'totalCount': 667},{'name': 'Rust'},2015-09-15T02:25:18Z
rails,{'login': 'rails'},{'totalCount': 56499},{'totalCount': 24690},{'totalCount': 17985},{'totalCount': 17477},{'name': 'Ruby'},2008-04-11T02:19:47Z
nerd-fonts,{'login': 'ryanoasis'},{'totalCount': 56464},{'totalCount': 521},{'totalCount': 1033},{'totalCount': 1018},{'name': 'CSS'},2014-12-05T04:31:17Z
nuxt,{'login': 'nuxt'},{'totalCount': 56207},{'totalCount': 6151},{'totalCount': 15894},{'totalCount': 15044},{'name': 'TypeScript'},2016-10-26T11:18:47Z
lobe-chat,{'login': 'lobehub'},{'totalCount': 55998},{'totalCount': 1799},{'totalCount': 3164},{'totalCount': 2636},{'name': 'TypeScript'},2023-05-21T07:19:12Z
gatsby,{'login': 'gatsbyjs'},{'totalCount': 55743},{'totalCount': 18147},{'totalCount': 14088},{'totalCount': 13881},{'name': 'JavaScript'},2015-05-21T22:43:05Z
DeepLearning-500-questions,{'login': 'scutan90'},{'totalCount': 55421},{'totalCount': 302},{'totalCount': 191},{'totalCount': 81},{'name': 'JavaScript'},2018-06-27T06:36:45Z
private-gpt,{'login': 'zylon-ai'},{'totalCount': 55281},{'totalCount': 226},{'totalCount': 1200},{'totalCount': 961},{'name': 'Python'},2023-05-02T09:15:31Z
leetcode,{'login': 'azl397985856'},{'totalCount': 55053},{'totalCount': 257},{'totalCount': 257},{'totalCount': 248},{'name': 'JavaScript'},2018-03-30T09:13:51Z
you-get,{'login': 'soimort'},{'totalCount': 55007},{'totalCount': 582},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2012-08-20T15:53:36Z
awesome-flutter,{'login': 'Solido'},{'totalCount': 54846},{'totalCount': 444},{'totalCount': 0},{'totalCount': 0},{'name': 'Dart'},2017-05-07T11:45:27Z
zed,{'login': 'zed-industries'},{'totalCount': 54639},{'totalCount': 10959},{'totalCount': 10952},{'totalCount': 8097},{'name': 'Rust'},2021-02-20T03:01:06Z
ghidra,{'login': 'NationalSecurityAgency'},{'totalCount': 54361},{'totalCount': 496},{'totalCount': 5295},{'totalCount': 3813},{'name': 'Java'},2019-03-01T03:27:48Z
awesome-chatgpt-prompts-zh,{'login': 'PlexPt'},{'totalCount': 54298},{'totalCount': 33},{'totalCount': 96},{'totalCount': 58},,2022-12-12T01:55:03Z
scrapy,{'login': 'scrapy'},{'totalCount': 54268},{'totalCount': 2253},{'totalCount': 3089},{'totalCount': 2653},{'name': 'Python'},2010-02-22T02:01:14Z
element,{'login': 'ElemeFE'},{'totalCount': 54187},{'totalCount': 3231},{'totalCount': 17809},{'totalCount': 15250},{'name': 'Vue'},2016-09-03T06:19:26Z
face_recognition,{'login': 'ageitgey'},{'totalCount': 54183},{'totalCount': 94},{'totalCount': 1353},{'totalCount': 594},{'name': 'Python'},2017-03-03T21:52:39Z
react-router,{'login': 'remix-run'},{'totalCount': 54110},{'totalCount': 2736},{'totalCount': 7827},{'totalCount': 7622},{'name': 'TypeScript'},2014-05-16T22:22:51Z
leetcode-master,{'login': 'youngyangyang04'},{'totalCount': 54067},{'totalCount': 2290},{'totalCount': 249},{'totalCount': 64},{'name': 'Shell'},2019-12-14T12:05:42Z
tldr,{'login': 'tldr-pages'},{'totalCount': 53729},{'totalCount': 12922},{'totalCount': 1415},{'totalCount': 1238},{'name': 'Markdown'},2013-12-08T07:34:43Z
ChatGPT,{'login': 'lencx'},{'totalCount': 53626},{'totalCount': 123},{'totalCount': 1129},{'totalCount': 350},{'name': 'Rust'},2022-12-07T09:43:02Z
git,{'login': 'git'},{'totalCount': 53600},{'totalCount': 3},{'totalCount': 0},{'totalCount': 0},{'name': 'C'},2008-07-23T14:21:26Z
Real-Time-Voice-Cloning,{'login': 'CorentinJ'},{'totalCount': 53573},{'totalCount': 48},{'totalCount': 1088},{'totalCount': 890},{'name': 'Python'},2019-05-26T08:56:15Z
Prompt-Engineering-Guide,{'login': 'dair-ai'},{'totalCount': 53543},{'totalCount': 302},{'totalCount': 207},{'totalCount': 70},{'name': 'MDX'},2022-12-16T16:04:50Z
traefik,{'login': 'traefik'},{'totalCount': 53347},{'totalCount': 4493},{'totalCount': 6156},{'totalCount': 5538},{'name': 'Go'},2015-09-13T19:04:02Z
faceswap,{'login': 'deepfakes'},{'totalCount': 53313},{'totalCount': 357},{'totalCount': 873},{'totalCount': 844},{'name': 'Python'},2017-12-19T09:44:13Z
gpt-engineer,{'login': 'AntonOsika'},{'totalCount': 53154},{'totalCount': 351},{'totalCount': 488},{'totalCount': 469},{'name': 'Python'},2023-04-29T12:52:15Z
normalize.css,{'login': 'necolas'},{'totalCount': 52802},{'totalCount': 56},{'totalCount': 512},{'totalCount': 461},{'name': 'CSS'},2011-05-04T10:20:25Z
weekly,{'login': 'ruanyf'},{'totalCount': 52631},{'totalCount': 93},{'totalCount': 5873},{'totalCount': 936},,2018-10-13T12:36:07Z
drawio-desktop,{'login': 'jgraph'},{'totalCount': 52621},{'totalCount': 20},{'totalCount': 1529},{'totalCount': 1447},{'name': 'JavaScript'},2017-05-25T20:58:42Z
openpilot,{'login': 'commaai'},{'totalCount': 52616},{'totalCount': 10884},{'totalCount': 2883},{'totalCount': 2774},{'name': 'Python'},2016-11-24T01:33:30Z
requests,{'login': 'psf'},{'totalCount': 52539},{'totalCount': 1567},{'totalCount': 4011},{'totalCount': 3822},{'name': 'Python'},2011-02-13T18:38:17Z
yolov5,{'login': 'ultralytics'},{'totalCount': 52494},{'totalCount': 2178},{'totalCount': 9361},{'totalCount': 9159},{'name': 'Python'},2020-05-18T03:45:11Z
mkcert,{'login': 'FiloSottile'},{'totalCount': 52377},{'totalCount': 52},{'totalCount': 340},{'totalCount': 239},{'name': 'Go'},2018-06-25T05:33:03Z
nocodb,{'login': 'nocodb'},{'totalCount': 52180},{'totalCount': 4390},{'totalCount': 3808},{'totalCount': 3197},{'name': 'TypeScript'},2017-10-29T18:51:48Z
Stirling-PDF,{'login': 'Stirling-Tools'},{'totalCount': 51669},{'totalCount': 1473},{'totalCount': 1106},{'totalCount': 907},{'name': 'Java'},2023-01-27T18:22:42Z
hackingtool,{'login': 'Z4nzu'},{'totalCount': 51647},{'totalCount': 55},{'totalCount': 364},{'totalCount': 318},{'name': 'Python'},2020-04-11T09:21:31Z
awesome-android-ui,{'login': 'wasabeef'},{'totalCount': 51601},{'totalCount': 90},{'totalCount': 109},{'totalCount': 93},,2014-12-24T01:45:03Z
ionic-framework,{'login': 'ionic-team'},{'totalCount': 51470},{'totalCount': 6041},{'totalCount': 21908},{'totalCount': 21373},{'name': 'TypeScript'},2013-08-20T23:06:02Z
bat,{'login': 'sharkdp'},{'totalCount': 51229},{'totalCount': 1387},{'totalCount': 1451},{'totalCount': 1153},{'name': 'Rust'},2018-04-21T10:52:23Z
Semantic-UI,{'login': 'Semantic-Org'},{'totalCount': 51152},{'totalCount': 357},{'totalCount': 6233},{'totalCount': 5266},{'name': 'JavaScript'},2013-04-08T23:32:04Z
material-design-icons,{'login': 'google'},{'totalCount': 51139},{'totalCount': 48},{'totalCount': 1484},{'totalCount': 1145},,2014-10-08T18:01:28Z
project-layout,{'login': 'golang-standards'},{'totalCount': 51112},{'totalCount': 91},{'totalCount': 110},{'totalCount': 44},{'name': 'Makefile'},2017-09-09T16:33:26Z
Magisk,{'login': 'topjohnwu'},{'totalCount': 51037},{'totalCount': 1532},{'totalCount': 6031},{'totalCount': 6000},{'name': 'C++'},2016-09-08T12:42:53Z
anime,{'login': 'juliangarnier'},{'totalCount': 50912},{'totalCount': 72},{'totalCount': 720},{'totalCount': 509},{'name': 'JavaScript'},2016-03-13T21:37:45Z
rich,{'login': 'Textualize'},{'totalCount': 50855},{'totalCount': 806},{'totalCount': 1364},{'totalCount': 1168},{'name': 'Python'},2019-11-10T15:28:09Z
guava,{'login': 'google'},{'totalCount': 50539},{'totalCount': 827},{'totalCount': 3600},{'totalCount': 2970},{'name': 'Java'},2014-05-29T16:23:17Z
pi-hole,{'login': 'pi-hole'},{'totalCount': 50502},{'totalCount': 1976},{'totalCount': 2918},{'totalCount': 2886},{'name': 'Shell'},2014-06-08T15:02:55Z
ripgrep,{'login': 'BurntSushi'},{'totalCount': 50456},{'totalCount': 510},{'totalCount': 1660},{'totalCount': 1543},{'name': 'Rust'},2016-03-11T02:02:33Z
zustand,{'login': 'pmndrs'},{'totalCount': 50411},{'totalCount': 743},{'totalCount': 686},{'totalCount': 683},{'name': 'TypeScript'},2019-04-09T09:10:06Z
minio,{'login': 'minio'},{'totalCount': 50316},{'totalCount': 9753},{'totalCount': 7621},{'totalCount': 7597},{'name': 'Go'},2015-01-14T19:23:58Z
grok-1,{'login': 'xai-org'},{'totalCount': 50097},{'totalCount': 5},{'totalCount': 220},{'totalCount': 140},{'name': 'Python'},2024-03-17T08:53:38Z
kotlin,{'login': 'JetBrains'},{'totalCount': 50051},{'totalCount': 2063},{'totalCount': 0},{'totalCount': 0},{'name': 'Kotlin'},2012-02-13T17:29:58Z
prettier,{'login': 'prettier'},{'totalCount': 50002},{'totalCount': 8465},{'totalCount': 6787},{'totalCount': 5599},{'name': 'JavaScript'},2016-11-29T17:13:37Z
uBlock,{'login': 'gorhill'},{'totalCount': 49855},{'totalCount': 247},{'totalCount': 3445},{'totalCount': 3433},{'name': 'JavaScript'},2015-04-01T17:51:11Z
pdf.js,{'login': 'mozilla'},{'totalCount': 49796},{'totalCount': 7776},{'totalCount': 10086},{'totalCount': 9701},{'name': 'JavaScript'},2011-04-26T06:32:03Z
Docker-OSX,{'login': 'sickcodes'},{'totalCount': 49762},{'totalCount': 105},{'totalCount': 646},{'totalCount': 275},{'name': 'Shell'},2020-06-04T11:01:37Z
github-cheat-sheet,{'login': 'tiimgreen'},{'totalCount': 49640},{'totalCount': 129},{'totalCount': 70},{'totalCount': 48},,2014-04-12T16:38:42Z
jekyll,{'login': 'jekyll'},{'totalCount': 49639},{'totalCount': 3178},{'totalCount': 4871},{'totalCount': 4765},{'name': 'Ruby'},2008-10-20T06:29:03Z
bulma,{'login': 'jgthms'},{'totalCount': 49591},{'totalCount': 638},{'totalCount': 2694},{'totalCount': 2380},{'name': 'CSS'},2016-01-23T23:48:34Z
dive,{'login': 'wagoodman'},{'totalCount': 49587},{'totalCount': 141},{'totalCount': 337},{'totalCount': 167},{'name': 'Go'},2018-05-13T15:44:01Z
meilisearch,{'login': 'meilisearch'},{'totalCount': 49367},{'totalCount': 1927},{'totalCount': 2134},{'totalCount': 1950},{'name': 'Rust'},2018-04-23T11:45:28Z
astro,{'login': 'withastro'},{'totalCount': 49301},{'totalCount': 6835},{'totalCount': 5190},{'totalCount': 5044},{'name': 'TypeScript'},2021-03-15T17:19:47Z
DefinitelyTyped,{'login': 'DefinitelyTyped'},{'totalCount': 49245},{'totalCount': 51045},{'totalCount': 8078},{'totalCount': 7514},{'name': 'TypeScript'},2012-10-05T16:39:45Z
langflow,{'login': 'langflow-ai'},{'totalCount': 49037},{'totalCount': 3371},{'totalCount': 1972},{'totalCount': 1668},{'name': 'Python'},2023-02-08T22:28:03Z
rclone,{'login': 'rclone'},{'totalCount': 48978},{'totalCount': 2010},{'totalCount': 5619},{'totalCount': 4680},{'name': 'Go'},2014-03-16T16:19:57Z
segment-anything,{'login': 'facebookresearch'},{'totalCount': 48977},{'totalCount': 16},{'totalCount': 686},{'totalCount': 172},{'name': 'Jupyter Notebook'},2023-03-23T17:03:03Z
core,{'login': 'vuejs'},{'totalCount': 48884},{'totalCount': 2959},{'totalCount': 5525},{'totalCount': 4876},{'name': 'TypeScript'},2018-06-12T13:49:36Z
awesome-rust,{'login': 'rust-unofficial'},{'totalCount': 48802},{'totalCount': 1478},{'totalCount': 136},{'totalCount': 126},{'name': 'Rust'},2014-07-17T10:45:10Z
trackerslist,{'login': 'ngosang'},{'totalCount': 48753},{'totalCount': 1},{'totalCount': 463},{'totalCount': 456},,2016-04-24T11:57:57Z
chinese-poetry,{'login': 'chinese-poetry'},{'totalCount': 48721},{'totalCount': 135},{'totalCount': 205},{'totalCount': 91},{'name': 'JavaScript'},2016-09-02T03:32:25Z
marktext,{'login': 'marktext'},{'totalCount': 48614},{'totalCount': 939},{'totalCount': 2837},{'totalCount': 1629},{'name': 'JavaScript'},2017-11-12T16:05:25Z
Ghost,{'login': 'TryGhost'},{'totalCount': 48472},{'totalCount': 12272},{'totalCount': 6997},{'totalCount': 6952},{'name': 'JavaScript'},2013-05-04T11:09:13Z
etcd,{'login': 'etcd-io'},{'totalCount': 48458},{'totalCount': 9191},{'totalCount': 6797},{'totalCount': 6510},{'name': 'Go'},2013-07-06T21:57:21Z
go-ethereum,{'login': 'ethereum'},{'totalCount': 48432},{'totalCount': 7779},{'totalCount': 8238},{'totalCount': 8048},{'name': 'Go'},2013-12-26T13:05:46Z
awesome-ios,{'login': 'vsouza'},{'totalCount': 48269},{'totalCount': 2233},{'totalCount': 485},{'totalCount': 485},{'name': 'Swift'},2014-07-10T16:03:45Z
cypress,{'login': 'cypress-io'},{'totalCount': 48251},{'totalCount': 6630},{'totalCount': 14785},{'totalCount': 13394},{'name': 'TypeScript'},2015-03-04T00:46:28Z
moment,{'login': 'moment'},{'totalCount': 48073},{'totalCount': 714},{'totalCount': 4137},{'totalCount': 3905},{'name': 'JavaScript'},2011-03-01T02:46:06Z
clash-verge-rev,{'login': 'clash-verge-rev'},{'totalCount': 48052},{'totalCount': 135},{'totalCount': 2414},{'totalCount': 2232},{'name': 'TypeScript'},2023-11-21T18:24:03Z
RxJava,{'login': 'ReactiveX'},{'totalCount': 48025},{'totalCount': 3292},{'totalCount': 3167},{'totalCount': 3156},{'name': 'Java'},2013-01-08T20:11:48Z
powerlevel10k,{'login': 'romkatv'},{'totalCount': 48008},{'totalCount': 167},{'totalCount': 2529},{'totalCount': 2446},{'name': 'Shell'},2019-02-24T19:09:45Z
hacker-scripts,{'login': 'NARKOZ'},{'totalCount': 47997},{'totalCount': 63},{'totalCount': 87},{'totalCount': 52},{'name': 'JavaScript'},2015-11-21T19:05:09Z
FFmpeg,{'login': 'FFmpeg'},{'totalCount': 47937},{'totalCount': 16},{'totalCount': 0},{'totalCount': 0},{'name': 'C'},2011-04-14T14:12:38Z
joplin,{'login': 'laurent22'},{'totalCount': 47826},{'totalCount': 3830},{'totalCount': 6818},{'totalCount': 6341},{'name': 'TypeScript'},2017-01-16T21:49:41Z
mastodon,{'login': 'mastodon'},{'totalCount': 47794},{'totalCount': 16594},{'totalCount': 11800},{'totalCount': 7903},{'name': 'Ruby'},2016-02-22T15:01:25Z
hiring-without-whiteboards,{'login': 'poteto'},{'totalCount': 47485},{'totalCount': 1297},{'totalCount': 0},{'totalCount': 0},{'name': 'JavaScript'},2017-03-15T05:09:01Z
dayjs,{'login': 'iamkun'},{'totalCount': 47471},{'totalCount': 695},{'totalCount': 1716},{'totalCount': 840},{'name': 'JavaScript'},2018-04-10T09:26:44Z
OpenHands,{'login': 'All-Hands-AI'},{'totalCount': 47403},{'totalCount': 3438},{'totalCount': 2257},{'totalCount': 2014},{'name': 'Python'},2024-03-13T03:33:31Z
appwrite,{'login': 'appwrite'},{'totalCount': 47340},{'totalCount': 3325},{'totalCount': 3837},{'totalCount': 3258},{'name': 'TypeScript'},2019-04-08T16:36:25Z
professional-programming,{'login': 'charlax'},{'totalCount': 47338},{'totalCount': 38},{'totalCount': 28},{'totalCount': 28},{'name': 'Python'},2015-11-07T05:07:52Z
gitea,{'login': 'go-gitea'},{'totalCount': 47235},{'totalCount': 16982},{'totalCount': 14176},{'totalCount': 11630},{'name': 'Go'},2016-11-01T02:13:26Z
starship,{'login': 'starship'},{'totalCount': 47177},{'totalCount': 2784},{'totalCount': 2380},{'totalCount': 1722},{'name': 'Rust'},2019-04-02T03:23:12Z
ImHex,{'login': 'WerWolv'},{'totalCount': 47169},{'totalCount': 594},{'totalCount': 1276},{'totalCount': 1070},{'name': 'C++'},2020-11-10T14:27:00Z
algorithm-visualizer,{'login': 'algorithm-visualizer'},{'totalCount': 47153},{'totalCount': 183},{'totalCount': 114},{'totalCount': 75},{'name': 'JavaScript'},2016-05-15T00:27:45Z
MetaGPT,{'login': 'geekan'},{'totalCount': 47151},{'totalCount': 646},{'totalCount': 769},{'totalCount': 716},{'name': 'Python'},2023-06-30T09:04:55Z
big-list-of-naughty-strings,{'login': 'minimaxir'},{'totalCount': 46973},{'totalCount': 90},{'totalCount': 101},{'totalCount': 32},{'name': 'Python'},2015-08-08T20:57:20Z
